REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
7/23/18 17:31,EVENING,THEFT/OTHER,OTHERS,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,1804,Precinct 60,18121417,397577,143785,7/23/18 17:00,
7/23/18 17:50,EVENING,THEFT/OTHER,OTHERS,1236 - 1249 BLOCK OF 4TH STREET NE,5,501,5,5D,Cluster 23,008803 1,8803,Precinct 76,18121434,399979,137738,7/23/18 17:09,7/23/18 17:50
7/23/18 21:27,EVENING,THEFT F/AUTO,OTHERS,100  - 199 BLOCK OF CARROLL STREET NW,4,401,4,4B,Cluster 17,001702 2,1702,Precinct 63,18121443,398758,145213,7/23/18 16:51,7/23/18 18:16
7/23/18 19:26,EVENING,THEFT F/AUTO,OTHERS,2120 - 2323 BLOCK OF ONTARIO ROAD NW,3,303,1,1C,Cluster 1,003800 2,3800,Precinct 24,18121457,396558,139123,7/23/18 18:00,
7/4/18 12:07,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,4200 - 4399 BLOCK OF 7TH STREET SE,7,706,8,8D,Cluster 39,009811 2,9811,Precinct 125,18109171,400251,128889,7/4/18 10:30,7/4/18 11:50
7/4/18 12:30,DAY,THEFT F/AUTO,OTHERS,4200 - 4248 BLOCK OF FORT DUPONT TERRACE SE,6,605,7,7E,Cluster 34,009902 1,9902,Precinct 110,18109189,405043,133408,7/4/18 3:00,7/4/18 11:00
7/4/18 12:35,DAY,THEFT F/AUTO,OTHERS,2600 - 2699 BLOCK OF GEORGIA AVENUE NW,3,304,1,1B,Cluster 2,003500 1,3500,Precinct 37,18109201,398043,139624,7/4/18 11:32,
7/4/18 13:02,DAY,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF MINTWOOD PLACE NW,3,303,1,1C,Cluster 1,004001 1,4001,Precinct 25,18109212,396119,139281,7/4/18 1:30,7/4/18 2:00
7/4/18 14:01,DAY,THEFT/OTHER,OTHERS,4700 - 4799 BLOCK OF 1ST STREET SW,7,708,8,8D,Cluster 39,010900 2,10900,Precinct 126,18109238,399521,128329,7/4/18 13:27,
7/4/18 14:18,DAY,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF SWANN STREET NW,3,301,2,2B,Cluster 6,004201 1,4201,Precinct 141,18109244,396745,138552,5/24/18 12:00,5/24/18 16:00
7/7/18 19:31,EVENING,MOTOR VEHICLE THEFT,OTHERS,630 799  BLOCK OF OGLETHORPE STREET NE,4,406,4,4B,Cluster 19,009507 1,9507,Precinct 65,18111362,400284,143545,7/3/18 15:00,7/5/18 10:00
7/7/18 19:58,EVENING,BURGLARY,OTHERS,1100 - 1299 BLOCK OF EATON ROAD SE,7,703,8,8C,Cluster 37,007401 1,7401,Precinct 119,18111377,400093,132457,6/21/18 18:00,7/7/18 19:52
7/7/18 20:27,EVENING,MOTOR VEHICLE THEFT,OTHERS,3500 - 3505 BLOCK OF 14TH STREET NW,4,409,1,1A,Cluster 2,002900 2,2900,Precinct 41,18111384,397162,140763,7/7/18 19:08,
7/7/18 20:44,EVENING,THEFT F/AUTO,OTHERS,400 - 999 BLOCK OF L'ENFANT PLAZA SW,1,105,6,6D,Cluster 9,010200 2,10200,Precinct 142,18111402,397868,135116,7/7/18 11:00,7/7/18 14:30
7/7/18 21:16,EVENING,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF K STREET NE,1,104,6,6C,Cluster 25,010600 2,10600,Precinct 83,18111413,399886,137184,6/20/18 22:00,7/7/18 19:50
7/7/18 22:10,EVENING,ROBBERY,OTHERS,2400 - 2499 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,703,8,8A,Cluster 37,007401 1,7401,Precinct 119,18111426,400591,132715,7/7/18 20:10,7/7/18 22:10
7/17/18 10:37,DAY,THEFT/OTHER,OTHERS,3400 - 3599 BLOCK OF MCKINLEY STREET NW,2,201,3,3G,Cluster 10,001401 2,1401,Precinct 50,18117310,394009,144112,7/6/18 16:00,7/16/18 13:30
7/17/18 12:08,DAY,THEFT/OTHER,OTHERS,4300 - 4399 BLOCK OF VARNUM PLACE NE,4,405,5,5A,Cluster 20,009504 2,9504,Precinct 67,18117321,400322,141492,7/16/18 16:00,7/17/18 7:00
7/17/18 10:24,DAY,THEFT/OTHER,OTHERS,2900 - 2917 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,707,8,8C,Cluster 39,010400 2,10400,Precinct 123,18117333,400276,130895,7/17/18 8:30,7/17/18 8:45
7/17/18 11:23,DAY,THEFT/OTHER,OTHERS,1700 - 1789 BLOCK OF CORCORAN STREET NW,3,301,2,2B,Cluster 6,005301 4,5301,Precinct 15,18117362,396537,138223,7/17/18 10:47,
7/17/18 11:59,DAY,THEFT F/AUTO,OTHERS,200 397  BLOCK OF MISSISSIPPI AVENUE SE,7,707,8,8C,Cluster 39,009803 3,9803,Precinct 124,18117376,399829,129758,7/17/18 10:37,7/17/18 11:34
7/17/18 12:43,DAY,THEFT F/AUTO,OTHERS,1300 - 1327 BLOCK OF 27TH STREET NW,2,206,2,2E,Cluster 4,000100 2,100,Precinct 5,18117414,395159,137715,7/15/18 13:30,7/15/18 14:30
7/17/18 15:04,EVENING,THEFT/OTHER,OTHERS,2300 - 2398 BLOCK OF 14TH STREET NW,3,304,1,1B,Cluster 2,003700 3,3700,Precinct 23,18117428,397236,139162,7/16/18 13:50,7/16/18 17:00
7/17/18 13:23,DAY,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF 4TH STREET NE,5,501,5,5D,Cluster 23,008803 1,8803,Precinct 76,18117433,400121,137998,7/17/18 12:50,7/17/18 13:05
7/17/18 14:01,DAY,THEFT F/AUTO,OTHERS,3500 - 3519 BLOCK OF 34TH STREET NW,2,203,3,3C,Cluster 15,000600 4,600,Precinct 27,18117448,394243,140981,7/15/18 21:00,7/16/18 9:00
7/17/18 14:00,DAY,THEFT/OTHER,OTHERS,800 - 900 BLOCK OF BRENTWOOD ROAD NE,5,505,5,5C,Cluster 21,009102 2,9102,Precinct 72,18117460,400480,138730,7/17/18 13:00,
7/17/18 14:31,DAY,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF M STREET NW,2,207,2,2A,Cluster 5,005500 3,5500,Precinct 4,18117481,395709,137490,7/17/18 13:00,7/17/18 14:31
7/17/18 14:50,DAY,THEFT F/AUTO,OTHERS,2300 2399  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,703,8,8A,Cluster 28,007407 2,7407,Precinct 119,18117497,400717,132802,7/17/18 13:00,7/17/18 13:50
7/17/18 16:51,EVENING,THEFT F/AUTO,OTHERS,1200  - 1299 BLOCK OF TUCKERMAN STREET NW,4,402,4,4A,Cluster 17,001804 2,1804,Precinct 60,18117557,397509,144399,7/17/18 14:58,
7/19/18 6:59,MIDNIGHT,THEFT/OTHER,OTHERS,720 - 899 BLOCK OF 9TH STREET SW,1,105,6,6D,Cluster 9,010200 2,10200,Precinct 142,18117565,397869,134752,7/17/18 13:30,7/17/18 14:30
7/17/18 21:26,EVENING,THEFT/OTHER,OTHERS,200  - 299 BLOCK OF CEDAR STREET NW,4,401,4,4B,Cluster 17,001702 2,1702,Precinct 63,18117567,398601,145300,7/17/18 16:24,7/17/18 17:34
7/17/18 17:59,EVENING,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,003000 1,3000,Precinct 39,18117578,397162,140182,7/17/18 17:15,7/17/18 17:16
7/17/18 17:36,EVENING,MOTOR VEHICLE THEFT,OTHERS,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,7,701,8,8B,Cluster 28,007504 1,7504,Precinct 114,18117587,402258,132857,7/16/18 21:00,7/17/18 15:20
7/17/18 18:05,EVENING,THEFT/OTHER,OTHERS,3400 - 3421 BLOCK OF WISCONSIN AVENUE NW,2,204,3,3C,Cluster 14,001002 2,1002,Precinct 29,18117600,393697,140801,7/17/18 10:00,7/17/18 10:30
7/17/18 19:08,EVENING,THEFT/OTHER,OTHERS,1600 - 1665 BLOCK OF LAMONT STREET NW,4,408,1,1D,Cluster 2,002702 1,2702,Precinct 39,18117633,396758,140325,7/17/18 18:10,7/17/18 18:15
7/18/18 0:03,MIDNIGHT,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 18,18117636,398273,137916,7/17/18 18:17,7/17/18 19:38
7/17/18 19:03,EVENING,THEFT/OTHER,OTHERS,400 499  BLOCK OF P STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 18,18117644,398472,137975,7/15/18 12:00,7/15/18 14:00
7/27/18 11:27,DAY,THEFT F/AUTO,OTHERS,4500 - 4599 BLOCK OF RIVER ROAD NW,2,202,3,3E,Cluster 11,001001 5,1001,Precinct 31,18123810,392234,143049,7/27/18 11:03,
7/27/18 12:13,DAY,THEFT/OTHER,OTHERS,100 - 159 BLOCK OF R STREET NE,5,502,5,5E,Cluster 21,008701 1,8701,Precinct 75,18123829,399526,138303,7/18/18 11:14,7/27/18 12:13
7/27/18 13:57,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,3900  - 3999 BLOCK OF 8TH STREET NW,4,407,4,4C,Cluster 18,002400 4,2400,Precinct 45,18123900,397987,141263,7/27/18 12:53,7/27/18 13:58
7/27/18 16:37,EVENING,THEFT F/AUTO,OTHERS,2516 2598  BLOCK OF NAYLOR ROAD SE,6,606,8,7B,Cluster 34,007604 2,7604,Precinct 113,18123910,402548,133051,7/27/18 12:55,7/27/18 16:38
7/27/18 15:02,EVENING,MOTOR VEHICLE THEFT,OTHERS,100 - 199 BLOCK OF R STREET SW,1,105,6,6D,Cluster 9,006400 2,6400,Precinct 127,18123919,398878,133517,7/27/18 12:24,
7/27/18 14:24,DAY,THEFT F/AUTO,OTHERS,4200 - 4232 BLOCK OF 4TH STREET SE,7,708,8,8D,Cluster 39,009811 1,9811,Precinct 125,18123923,399950,128916,7/26/18 21:00,7/27/18 14:24
7/27/18 19:38,EVENING,THEFT/OTHER,OTHERS,3400 - 3499 BLOCK OF ELY PLACE SE,6,603,7,7F,Cluster 32,009901 2,9901,Precinct 107,18123934,403741,135089,7/27/18 14:16,7/27/18 15:19
7/27/18 15:16,EVENING,THEFT F/AUTO,OTHERS,4923 - 4999 BLOCK OF SOUTH DAKOTA AVENUE NE,4,405,5,5A,Cluster 20,009509 2,9509,Precinct 66,18123951,400649,142380,7/27/18 15:13,
7/27/18 15:41,EVENING,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF OWEN PLACE NE,5,506,5,5D,Cluster 23,008802 4,8802,Precinct 77,18123953,401169,137507,7/26/18 23:00,7/27/18 10:00
7/27/18 17:39,EVENING,THEFT/OTHER,OTHERS,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,2,204,3,3B,Cluster 14,000300 1,300,Precinct 11,18123962,393794,139161,7/27/18 15:05,7/27/18 15:08
7/27/18 22:12,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF W STREET NW,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,18123976,397330,139035,7/27/18 15:05,7/27/18 15:13
7/27/18 16:15,EVENING,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF ORREN STREET NE,5,506,5,5D,Cluster 23,008802 2,8802,Precinct 77,18123981,401183,137093,7/24/18 22:00,7/25/18 22:00
7/27/18 16:39,EVENING,THEFT F/AUTO,OTHERS,5000 - 5099 BLOCK OF 13TH STREET NE,4,405,5,5A,Cluster 20,009503 1,9503,Precinct 67,18124000,401144,142567,7/27/18 14:05,7/27/18 15:00
7/27/18 17:29,EVENING,THEFT/OTHER,OTHERS,300  - 399 BLOCK OF RIGGS ROAD NE,4,406,4,4B,Cluster 19,009505 3,9505,Precinct 65,18124019,399852,143321,7/27/18 16:30,7/27/18 16:45
7/27/18 21:47,EVENING,THEFT F/AUTO,OTHERS,1818 - 1899 BLOCK OF 18TH STREET NW,2,208,2,2B,Cluster 6,004202 2,4202,Precinct 14,18124057,396387,138593,7/27/18 16:32,7/27/18 18:01
7/27/18 18:07,EVENING,THEFT F/AUTO,OTHERS,1811 - 1999 BLOCK OF HAMLIN STREET NE,5,504,5,5C,Cluster 22,011100 2,11100,Precinct 72,18124068,401970,139983,7/27/18 18:08,7/27/18 18:10
7/27/18 18:34,EVENING,MOTOR VEHICLE THEFT,OTHERS,2100 - 2199 BLOCK OF GEORGIA AVENUE NW,3,306,1,1B,Cluster 3,003500 2,3500,Precinct 37,18124080,398100,138945,7/27/18 18:14,
7/27/18 18:39,EVENING,THEFT F/AUTO,OTHERS,1100 - 1299 BLOCK OF KENILWORTH AVENUE NE,6,602,7,7D,Cluster 31,009601 1,9601,Precinct 92,18124088,405146,137429,7/27/18 16:32,
7/27/18 19:18,EVENING,MOTOR VEHICLE THEFT,OTHERS,1700 - 1720 BLOCK OF 14TH STREET NW,3,301,2,2F,Cluster 7,005201 4,5201,Precinct 16,18124114,397228,138346,7/27/18 14:00,7/27/18 14:15
7/27/18 19:27,EVENING,THEFT F/AUTO,OTHERS,1700 - 1799 BLOCK OF 34TH STREET NW,2,206,2,2E,Cluster 4,000202 1,202,Precinct 6,18124124,394109,138545,7/27/18 17:10,7/27/18 18:25
7/27/18 20:39,EVENING,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF 31ST STREET NW,2,206,2,2E,Cluster 4,000100 4,100,Precinct 5,18124142,394691,137573,7/27/18 18:55,7/27/18 19:05
6/29/18 23:28,MIDNIGHT,THEFT/OTHER,OTHERS,1720 - 1799 BLOCK OF LINCOLN ROAD NE,5,502,5,5E,Cluster 21,008701 1,8701,Precinct 75,18106407,399287,138427,6/29/18 20:19,6/29/18 20:56
6/29/18 21:44,EVENING,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF M STREET NW,3,308,6,6E,Cluster 8,004802 2,4802,Precinct 18,18106411,398186,137531,6/29/18 20:25,6/29/18 21:14
6/29/18 23:41,MIDNIGHT,THEFT F/AUTO,OTHERS,5100  - 5199 BLOCK OF 5TH STREET NW,4,403,4,4D,Cluster 18,002101 3,2101,Precinct 56,18106430,398292,142745,6/29/18 20:39,6/29/18 22:42
6/29/18 22:18,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF K STREET NW,1,102,6,6E,Cluster 8,004702 1,4702,Precinct 18,18106443,398186,137185,6/29/18 21:37,6/29/18 22:12
6/29/18 23:01,MIDNIGHT,THEFT F/AUTO,OTHERS,2000 - 2029 BLOCK OF S STREET NW,2,208,2,2B,Cluster 6,004202 2,4202,Precinct 14,18106471,396058,138470,6/29/18 18:30,6/29/18 22:30
6/29/18 23:31,MIDNIGHT,THEFT F/AUTO,OTHERS,300 - 599 BLOCK OF PARKLAND PLACE SE,7,707,8,8C,Cluster 39,010400 1,10400,Precinct 123,18106482,400011,130764,6/29/18 22:50,6/29/18 22:55
6/30/18 0:51,MIDNIGHT,THEFT F/AUTO,OTHERS,4400 - 4499 BLOCK OF POLK STREET NE,6,601,7,7D,Cluster 29,009601 1,9601,Precinct 92,18106526,405204,137975,6/29/18 21:41,6/30/18 0:36
6/30/18 1:39,MIDNIGHT,ROBBERY,OTHERS,1200 - 1299 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 22,18106556,397497,138792,6/30/18 0:45,6/30/18 1:00
6/30/18 5:10,MIDNIGHT,THEFT/OTHER,OTHERS,5000 - 5099 BLOCK OF HUNT STREET NE,6,608,7,7C,Cluster 31,007809 1,7809,Precinct 94,18106558,406145,137024,6/29/18 23:51,6/30/18 1:47
6/30/18 1:56,MIDNIGHT,THEFT F/AUTO,OTHERS,2200 - 2299 BLOCK OF SHERMAN AVENUE NW,3,305,1,1B,Cluster 3,003500 2,3500,Precinct 37,18106571,397815,139148,6/29/18 16:00,6/30/18 1:38
6/30/18 3:07,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,2301 - 2399 BLOCK OF GOOD HOPE COURT SE,7,701,8,8B,Cluster 36,007502 1,7502,Precinct 134,18106579,402335,132676,6/30/18 1:12,
6/30/18 2:34,MIDNIGHT,THEFT F/AUTO,OTHERS,400 499  BLOCK OF P STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 18,18106584,398472,137975,6/29/18 21:00,6/30/18 2:35
6/30/18 3:47,MIDNIGHT,THEFT/OTHER,OTHERS,2117 - 2299 BLOCK OF BLADENSBURG ROAD NE,5,503,5,5C,Cluster 24,011100 1,11100,Precinct 71,18106592,402556,139092,6/30/18 2:18,
6/30/18 4:18,MIDNIGHT,THEFT F/AUTO,OTHERS,2300 - 2499 BLOCK OF 11TH STREET NW,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 23,18106630,397655,139302,6/30/18 4:02,
7/7/18 19:04,EVENING,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000202 4,202,Precinct 6,18111316,394449,137479,7/6/18 20:50,7/6/18 20:59
7/7/18 19:02,EVENING,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF VIRGINIA AVENUE SW,1,105,6,6D,Cluster 9,010200 1,10200,Precinct 142,18111317,398185,135275,7/7/18 17:35,7/7/18 17:47
7/7/18 17:48,EVENING,MOTOR VEHICLE THEFT,OTHERS,3100 - 3299 BLOCK OF 39TH STREET NW,2,204,3,3C,Cluster 14,000701 1,701,Precinct 28,18111323,393319,140510,7/6/18 20:40,7/7/18 16:30
7/7/18 20:47,EVENING,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,5800,Precinct 143,18111327,398098,136401,7/7/18 17:39,7/7/18 18:45
7/7/18 18:08,EVENING,THEFT/OTHER,OTHERS,1332  - 1399 BLOCK OF MISSOURI AVENUE NW,4,403,4,4A,Cluster 18,002001 1,2001,Precinct 53,18111333,397169,143745,7/7/18 17:32,
7/7/18 18:57,EVENING,THEFT F/AUTO,OTHERS,3900 - 3934 BLOCK OF MCKINLEY STREET NW,2,201,3,3G,Cluster 10,001100 1,1100,Precinct 32,18111343,393225,144113,7/7/18 10:00,7/7/18 11:30
7/7/18 19:51,EVENING,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF MAINE AVENUE SW,1,105,6,6D,Cluster 9,010200 2,10200,Precinct 142,18111345,397764,134794,7/7/18 14:00,7/7/18 17:50
7/7/18 19:50,EVENING,THEFT/OTHER,OTHERS,6500  - 6599 BLOCK OF PINEY BRANCH ROAD NW,4,402,4,4B,Cluster 17,001901 4,1901,Precinct 59,18111358,397769,144596,7/7/18 18:30,7/7/18 18:40
7/7/18 20:30,EVENING,THEFT/OTHER,OTHERS,1851 - 1875 BLOCK OF COLUMBIA ROAD NW,3,303,1,1C,Cluster 1,004001 1,4001,Precinct 25,18111373,396200,139220,7/7/18 18:13,7/7/18 19:36
7/7/18 19:39,EVENING,THEFT/OTHER,OTHERS,4680 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7,708,8,8D,,010900 2,10900,Precinct 126,18111379,399037,128205,7/7/18 19:18,
7/7/18 20:46,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,1766 - 1831 BLOCK OF 33RD STREET SE,6,607,7,7B,Cluster 34,007604 2,7604,Precinct 109,18111395,403594,133327,7/7/18 18:52,
7/7/18 21:05,EVENING,THEFT/OTHER,OTHERS,2400 - 2599 BLOCK OF GEORGIA AVENUE NW,3,304,1,1B,Cluster 2,003500 2,3500,Precinct 37,18111409,398058,139487,7/7/18 20:23,
7/7/18 20:55,EVENING,THEFT F/AUTO,OTHERS,5200 - 5299 BLOCK OF 12TH STREET NE,4,405,5,5A,Cluster 19,009508 2,9508,Precinct 66,18111412,400827,143055,7/7/18 20:26,
7/8/18 14:15,DAY,THEFT F/AUTO,OTHERS,1700 - 1779 BLOCK OF 3RD STREET NW,5,501,5,5E,Cluster 21,004600 2,4600,Precinct 19,18111803,398683,138348,7/8/18 10:00,7/8/18 14:15
7/8/18 15:21,EVENING,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF H STREET NW,1,103,6,6E,Cluster 8,004702 1,4702,Precinct 1,18111806,399078,136928,7/8/18 13:20,7/8/18 15:22
7/8/18 14:29,DAY,THEFT F/AUTO,OTHERS,1100 - 1127 BLOCK OF 13TH STREET NW,3,307,2,2F,Cluster 8,010100 1,10100,Precinct 17,18111811,397430,137381,7/8/18 1:00,7/8/18 4:00
7/8/18 14:34,DAY,MOTOR VEHICLE THEFT,OTHERS,1300 - 1329 BLOCK OF FLORIDA AVENUE NE,5,506,6,6A,,008410 1,8410,Precinct 82,18111813,401053,137100,7/7/18 21:00,
7/8/18 15:16,EVENING,THEFT/OTHER,OTHERS,4000  - 4099 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 1,2502,Precinct 47,18111816,397823,141376,6/25/18 7:07,7/8/18 15:17
7/9/18 10:44,DAY,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF R STREET NW,3,307,6,6E,Cluster 7,004901 2,4901,Precinct 21,18111829,397833,138305,7/8/18 14:24,7/8/18 14:34
7/8/18 15:28,EVENING,ROBBERY,GUN,900 - 949 BLOCK OF BARRY PLACE NW,3,304,1,1B,Cluster 3,003500 2,3500,Precinct 37,18111832,397863,139206,7/8/18 3:00,7/8/18 3:10
7/8/18 15:35,EVENING,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF 32ND STREET NW,2,206,2,2E,Cluster 4,000100 3,100,Precinct 5,18111841,394480,138000,7/8/18 13:00,7/8/18 15:00
7/8/18 17:27,EVENING,THEFT/OTHER,OTHERS,6100  - 6199 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,1804,Precinct 60,18111844,397594,144050,7/8/18 14:35,7/8/18 14:45
7/15/18 21:49,EVENING,THEFT/OTHER,OTHERS,2400 - 2415 BLOCK OF 19TH STREET NW,3,303,1,1C,Cluster 1,004001 3,4001,Precinct 25,18116218,396037,139236,7/8/18 13:00,7/15/18 16:22
7/15/18 16:33,EVENING,THEFT/OTHER,OTHERS,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,6,602,7,7F,Cluster 30,007803 1,7803,Precinct 99,18116219,404541,136535,7/15/18 15:44,7/15/18 16:10
7/15/18 16:31,EVENING,MOTOR VEHICLE THEFT,OTHERS,3500 - 3599 BLOCK OF POPE STREET SE,6,605,7,7B,Cluster 34,009901 2,9901,Precinct 109,18116222,403972,133717,7/15/18 15:18,
7/15/18 19:10,EVENING,THEFT/OTHER,OTHERS,99 - 199 BLOCK OF NEW YORK AVENUE NE,5,501,5,5E,,010600 2,10600,Precinct 75,18116225,399545,137868,7/15/18 15:42,7/15/18 16:47
7/19/18 17:50,EVENING,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF OKIE STREET NE,5,506,5,5D,Cluster 23,008803 1,8803,Precinct 76,18116234,400946,138377,7/15/18 16:34,7/15/18 16:36
7/15/18 17:14,EVENING,THEFT F/AUTO,OTHERS,1101 - 1199 BLOCK OF 11TH STREET NW,3,307,2,2F,Cluster 8,005002 4,5002,Precinct 17,18116235,397654,137450,7/15/18 15:41,
7/15/18 17:25,EVENING,THEFT/OTHER,OTHERS,3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,6,603,7,7F,Cluster 32,009603 2,9603,Precinct 102,18116257,404167,135943,7/15/18 16:47,
7/15/18 18:20,EVENING,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF 14TH STREET NW,3,301,1,1B,Cluster 3,004300 1,4300,Precinct 22,18116269,397229,139084,7/15/18 17:28,7/15/18 18:00
7/15/18 20:43,EVENING,SEX ABUSE,OTHERS,500 - 699 BLOCK OF MELLON STREET SE,7,707,8,8C,Cluster 39,010400 2,10400,Precinct 123,18116280,400133,130948,7/15/18 15:45,
7/15/18 20:00,EVENING,THEFT F/AUTO,OTHERS,3300 - 3399 BLOCK OF 11TH STREET NW,3,302,1,1A,Cluster 2,003000 1,3000,Precinct 39,18116325,397561,140375,7/15/18 19:00,
7/15/18 19:38,EVENING,MOTOR VEHICLE THEFT,OTHERS,1300 - 1349 BLOCK OF ANACOSTIA ROAD SE,6,605,7,7B,Cluster 34,007709 2,7709,Precinct 111,18116330,402984,134118,7/15/18 19:27,7/15/18 19:28
7/15/18 19:57,EVENING,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF RHODE ISLAND AVENUE NE,5,504,5,5C,Cluster 22,009102 1,9102,Precinct 72,18116341,401615,139853,7/15/18 19:26,7/15/18 19:54
7/15/18 20:01,EVENING,THEFT/OTHER,OTHERS,500 - 503 BLOCK OF 12TH STREET SE,1,107,6,6B,Cluster 26,006900 1,6900,Precinct 91,18116345,400846,134967,7/15/18 18:54,7/15/18 19:10
7/16/18 4:17,MIDNIGHT,BURGLARY,OTHERS,5100 - 5298 BLOCK OF FITCH STREET SE,6,604,7,7E,Cluster 33,007707 1,7707,Precinct 105,18116348,406235,134777,7/15/18 18:46,7/15/18 21:24
7/15/18 21:39,EVENING,THEFT F/AUTO,OTHERS,700 - 999 BLOCK OF INDEPENDENCE AVENUE SW,1,101,6,6D,Cluster 9,010200 2,10200,Precinct 142,18116369,397921,135525,7/15/18 20:01,7/15/18 20:43
7/15/18 21:52,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,1957 - 2099 BLOCK OF 19TH PLACE SE,7,701,8,8A,Cluster 28,007504 1,7504,Precinct 114,18116384,401950,132982,7/15/18 19:57,
7/15/18 21:27,EVENING,ROBBERY,OTHERS,1 - 99 BLOCK OF BATES STREET NW,5,501,5,5E,Cluster 21,004600 1,4600,Precinct 19,18116392,399080,138057,7/15/18 20:03,
7/16/18 10:54,DAY,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18116656,397609,136611,7/16/18 10:14,
7/16/18 12:51,DAY,THEFT/OTHER,OTHERS,2300 2399  BLOCK OF PENNSYLVANIA AVENUE SE,6,607,7,7B,Cluster 34,007601 1,7601,Precinct 111,18116666,402423,134032,7/16/18 10:27,7/16/18 11:17
7/16/18 12:21,DAY,THEFT/OTHER,OTHERS,1200 - 1229 BLOCK OF 1ST STREET NE,5,501,6,6C,Cluster 25,010600 2,10600,Precinct 83,18116695,399489,137576,7/16/18 11:10,
7/16/18 12:29,DAY,THEFT F/AUTO,OTHERS,1723 - 1799 BLOCK OF BLADENSBURG ROAD NE,5,503,5,5C,Cluster 23,011100 3,11100,Precinct 72,18116700,402137,138433,7/16/18 10:27,7/16/18 13:02
7/16/18 12:15,DAY,THEFT/OTHER,OTHERS,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,6,606,7,7B,Cluster 35,007603 2,7603,Precinct 113,18116704,402965,132500,7/16/18 11:59,
7/17/18 7:36,DAY,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF BLADENSBURG ROAD NE,5,506,5,5D,Cluster 23,008802 2,8802,Precinct 77,18116713,401560,137150,7/16/18 12:07,7/16/18 12:10
7/22/18 22:58,EVENING,THEFT/OTHER,OTHERS,3140 - 3172 BLOCK OF MOUNT PLEASANT STREET NW,4,408,1,1D,Cluster 2,002702 1,2702,Precinct 39,18120989,396705,140274,7/22/18 22:26,
